"location","total_vaccinations","cum_total_vaccinations"
"Bahrain","2020-12-26",191135
"Bahrain","2020-12-27",244749
"Bahrain","2020-12-28",299763
"Bahrain","2020-12-29",355804
"Bahrain","2020-12-30",413121
"Bahrain","2020-12-31",471764
"Bahrain","2021-01-01",531115
"Bahrain","2021-01-02",591212
"Bahrain","2021-01-03",651901
"Bahrain","2021-01-04",713513
"Bahrain","2021-01-05",777406
"Bahrain","2021-01-06",845878
"Bahrain","2021-01-07",918117
"Bahrain","2021-01-08",996408
"Bahrain","2021-01-09",1080565
"Bahrain","2021-01-10",1169815
"Bahrain","2021-01-11",1262413
"Bahrain","2021-01-12",1360189
"Bahrain","2021-03-06",1866708
"Bahrain","2021-03-07",2376615
"Bahrain","2021-03-08",2889035
"Bahrain","2021-03-09",3403594
"Bahrain","2021-03-10",3921495
"Bahrain","2021-03-11",4441924
"Bahrain","2021-03-12",4964268
"Bahrain","2021-03-13",5498893
"Bahrain","2021-03-14",6050090
"Bahrain","2021-03-15",6616886
"Bahrain","2021-03-16",7197425
"Bahrain","2021-03-17",7794871
"Bahrain","2021-03-18",8408817
"Bahrain","2021-03-19",9035568
"Bahrain","2021-03-20",9675672
"Bahrain","2021-03-21",10328908
"Bahrain","2021-03-22",10996063
"Bahrain","2021-03-23",11676144
"Bahrain","2021-03-24",12370823
"Bahrain","2021-03-25",13078803
"Bahrain","2021-03-26",13796211
"Bahrain","2021-03-27",14520212
"Bahrain","2021-03-28",15255929
"Bahrain","2021-03-29",16002937
"Bahrain","2021-03-30",16758486
"Bahrain","2021-03-31",17524803
"Bahrain","2021-04-01",18299999
"Bahrain","2021-04-02",19082529
"Bahrain","2021-04-03",19880453
"Bahrain","2021-04-04",20697832
"Bahrain","2021-04-05",21534620
"Bahrain","2021-04-06",22390946
"Bahrain","2021-04-07",23270771
"Bahrain","2021-04-08",24171646
"Bahrain","2021-04-09",25090868
"Bahrain","2021-04-10",26029936
"Bahrain","2021-04-11",26986407
"Bahrain","2021-04-12",27960389
"Bahrain","2021-04-13",28949752
"Bahrain","2021-04-14",29958498
"Bahrain","2021-04-15",30986821
"Bahrain","2021-04-16",32029284
"Bahrain","2021-04-17",33084334
"Bahrain","2021-04-18",34161822
"Bahrain","2021-04-19",35259174
"Bahrain","2021-04-20",36377693
"Bahrain","2021-04-21",37515171
"Bahrain","2021-04-22",38664804
"Bahrain","2021-04-23",39821610
"Bahrain","2021-04-24",40990260
"Bahrain","2021-04-25",42170995
"Bahrain","2021-04-26",43364034
"Bahrain","2021-04-27",44570797
"Bahrain","2021-04-28",45787156
"Bahrain","2021-04-29",47011331
"Bahrain","2021-04-30",48246501
"Bahrain","2021-05-01",49492740
"Bahrain","2021-05-02",50756827
"Bahrain","2021-05-03",52040130
"Bahrain","2021-05-04",53341903
"Bahrain","2021-05-05",54660409
"Bahrain","2021-05-06",55995067
"Bahrain","2021-05-07",57342129
"Bahrain","2021-05-08",58699946
"Bahrain","2021-05-09",60075913
"Bahrain","2021-05-10",61470786
"Bahrain","2021-05-11",62886904
"Bahrain","2021-05-12",64320927
"Bahrain","2021-05-13",65761518
"Bahrain","2021-05-14",67209481
"Bahrain","2021-05-15",68665898
"Bahrain","2021-05-16",70138853
"Bahrain","2021-05-17",71628804
"Bahrain","2021-05-18",73135679
"Bahrain","2021-05-19",74655052
"Bahrain","2021-05-20",76186652
"Bahrain","2021-05-21",77731809
"Bahrain","2021-05-22",79291472
"Bahrain","2021-05-23",80871575
"Bahrain","2021-05-24",82473257
"Bahrain","2021-05-25",84094455
"Bahrain","2021-05-26",85732547
"Bahrain","2021-05-27",87388337
"Bahrain","2021-05-28",89060024
"Bahrain","2021-05-29",90744873
"Bahrain","2021-05-30",92451777
"Bahrain","2021-05-31",94184505
"Bahrain","2021-06-01",95940075
"Bahrain","2021-06-02",97715145
"Bahrain","2021-06-03",99504132
"Bahrain","2021-06-04",101308791
"Bahrain","2021-06-05",103122525
"Bahrain","2021-06-06",104948991
"Bahrain","2021-06-07",106787552
"Bahrain","2021-06-08",108637399
"Bahrain","2021-06-09",110496984
"Bahrain","2021-06-10",112366872
"Bahrain","2021-06-11",114243426
"Bahrain","2021-06-12",116127067
"Bahrain","2021-06-13",118018663
"Bahrain","2021-06-14",119918215
"Bahrain","2021-06-15",121823555
"Bahrain","2021-06-16",123734631
"Bahrain","2021-06-17",125651939
"Bahrain","2021-06-18",127577371
"Bahrain","2021-06-19",129509877
"Bahrain","2021-06-20",131453178
"Bahrain","2021-06-21",133408931
"Bangladesh","2021-01-27",26
"Bangladesh","2021-01-28",593
"Bangladesh","2021-02-07",31753
"Bangladesh","2021-02-09",211071
"Bangladesh","2021-02-10",548840
"Bangladesh","2021-02-13",1285520
"Bangladesh","2021-02-14",2191553
"Bangladesh","2021-02-15",3324264
"Bangladesh","2021-02-16",4683877
"Bangladesh","2021-02-17",6270245
"Bangladesh","2021-02-18",8118558
"Bangladesh","2021-02-20",10201435
"Bangladesh","2021-02-22",12509592
"Bangladesh","2021-02-23",15000645
"Bangladesh","2021-02-24",17673683
"Bangladesh","2021-02-25",20524623
"Bangladesh","2021-02-27",23509396
"Bangladesh","2021-02-28",26619921
"Bangladesh","2021-03-02",29961426
"Bangladesh","2021-03-04",33542595
"Bangladesh","2021-03-07",37224747
"Bangladesh","2021-03-09",41238710
"Bangladesh","2021-03-11",45456837
"Bangladesh","2021-03-14",49854931
"Bangladesh","2021-03-16",54435322
"Bangladesh","2021-03-18",59123146
"Bangladesh","2021-03-20",63883893
"Bangladesh","2021-03-22",68795795
"Bangladesh","2021-03-24",73864844
"Bangladesh","2021-03-25",79004300
"Bangladesh","2021-03-29",84323979
"Bangladesh","2021-03-31",89694410
"Bangladesh","2021-04-01",95107101
"Bangladesh","2021-04-03",100559735
"Bangladesh","2021-04-04",106057907
"Bangladesh","2021-04-05",111597401
"Bangladesh","2021-04-07",117166104
"Bangladesh","2021-04-08",122830934
"Bangladesh","2021-04-10",128652410
"Bangladesh","2021-04-11",134663234
"Bangladesh","2021-04-12",140835393
"Bangladesh","2021-04-15",147452429
"Bangladesh","2021-04-18",154533128
"Bangladesh","2021-04-20",161956402
"Bangladesh","2021-04-22",169703063
"Bangladesh","2021-04-24",177657239
"Bangladesh","2021-04-25",185802505
"Bangladesh","2021-04-26",194080019
"Bangladesh","2021-04-27",202478719
"Bangladesh","2021-04-28",210996520
"Bangladesh","2021-04-29",219621870
"Bangladesh","2021-05-02",228377820
"Bangladesh","2021-05-03",237220708
"Bangladesh","2021-05-04",246147174
"Bangladesh","2021-05-05",255177494
"Bangladesh","2021-05-06",264310772
"Bangladesh","2021-05-08",273532159
"Bangladesh","2021-05-09",282848245
"Bangladesh","2021-05-11",292261678
"Bangladesh","2021-05-12",301732743
"Bangladesh","2021-05-16",311252738
"Bangladesh","2021-05-17",320829673
"Bangladesh","2021-05-18",330468962
"Bangladesh","2021-05-19",340119814
"Bangladesh","2021-05-20",349868222
"Bangladesh","2021-05-22",359658097
"Bangladesh","2021-05-24",369526159
"Bangladesh","2021-05-25",379427876
"Bangladesh","2021-05-27",389366894
"Bangladesh","2021-05-29",399326841
"Bangladesh","2021-05-30",409306256
"Bangladesh","2021-05-31",419297927
"Bangladesh","2021-06-01",429290776
"Bangladesh","2021-06-03",439311718
"Bangladesh","2021-06-05",449333352
"Bangladesh","2021-06-06",459367854
"Bangladesh","2021-06-07",469408818
"Bangladesh","2021-06-08",479455346
"Bangladesh","2021-06-10",489513989
"Bangladesh","2021-06-12",499576773
"Bangladesh","2021-06-14",509648086
"Bangladesh","2021-06-16",519726452
"Bangladesh","2021-06-17",529805923
"Bangladesh","2021-06-19",539889531
"Bangladesh","2021-06-20",549976510
"Barbados","2021-02-15",4490
"Barbados","2021-02-16",11173
"Barbados","2021-02-17",20288
"Barbados","2021-02-18",31782
"Barbados","2021-02-19",46193
"Barbados","2021-02-20",62030
"Barbados","2021-02-21",78574
"Barbados","2021-02-22",97663
"Barbados","2021-02-23",119700
"Barbados","2021-02-24",145278
"Barbados","2021-02-25",174561
"Barbados","2021-02-26",208194
"Barbados","2021-02-27",244943
"Barbados","2021-02-28",283558
"Barbados","2021-03-01",324683
"Barbados","2021-03-02",367918
"Barbados","2021-03-03",412777
"Barbados","2021-03-04",459219
"Barbados","2021-03-05",507699
"Barbados","2021-03-06",556585
"Barbados","2021-03-07",605902
"Barbados","2021-03-08",655295
"Barbados","2021-03-09",705052
"Barbados","2021-03-10",755315
"Barbados","2021-03-11",806018
"Barbados","2021-03-12",856998
"Barbados","2021-03-13",908593
"Barbados","2021-03-14",960883
"Barbados","2021-03-15",1014012
"Barbados","2021-03-16",1068643
"Barbados","2021-03-17",1124661
"Barbados","2021-03-18",1182875
"Barbados","2021-03-19",1243081
"Barbados","2021-03-20",1304189
"Barbados","2021-03-21",1365941
"Barbados","2021-03-22",1427722
"Barbados","2021-03-23",1490487
"Barbados","2021-03-25",1553289
"Barbados","2021-03-26",1616978
"Barbados","2021-03-29",1680689
"Barbados","2021-03-30",1744404
"Barbados","2021-03-31",1808132
"Barbados","2021-04-01",1871867
"Barbados","2021-04-02",1935605
"Barbados","2021-04-07",1999352
"Barbados","2021-04-08",2063997
"Barbados","2021-04-09",2129864
"Barbados","2021-04-10",2195737
"Barbados","2021-04-14",2261806
"Barbados","2021-04-15",2328706
"Barbados","2021-04-16",2397186
"Barbados","2021-04-17",2466676
"Barbados","2021-04-18",2537434
"Barbados","2021-04-19",2608318
"Barbados","2021-04-20",2679452
"Barbados","2021-04-21",2750802
"Barbados","2021-04-22",2822450
"Barbados","2021-04-23",2894331
"Barbados","2021-04-24",2967059
"Barbados","2021-04-25",3040649
"Barbados","2021-04-26",3114326
"Barbados","2021-04-27",3188134
"Barbados","2021-04-28",3262065
"Barbados","2021-04-29",3336105
"Barbados","2021-04-30",3410323
"Barbados","2021-05-01",3501480
"Barbados","2021-05-02",3594386
"Barbados","2021-05-03",3689377
"Barbados","2021-05-04",3786706
"Barbados","2021-05-05",3887298
"Barbados","2021-05-06",3991125
"Barbados","2021-05-07",4097027
"Barbados","2021-05-08",4204397
"Barbados","2021-05-09",4312605
"Barbados","2021-05-10",4422795
"Barbados","2021-05-11",4535037
"Barbados","2021-05-12",4649680
"Barbados","2021-05-13",4766604
"Barbados","2021-05-14",4885167
"Barbados","2021-05-15",5003991
"Barbados","2021-05-16",5123814
"Barbados","2021-05-17",5245102
"Barbados","2021-05-18",5368279
"Barbados","2021-05-19",5493789
"Barbados","2021-05-20",5621775
"Barbados","2021-05-21",5750991
"Barbados","2021-05-22",5881263
"Barbados","2021-05-23",6012595
"Barbados","2021-05-24",6144594
"Barbados","2021-05-25",6277808
"Barbados","2021-05-26",6412890
"Barbados","2021-05-27",6549272
"Barbados","2021-05-28",6687234
"Barbados","2021-05-29",6825623
"Barbados","2021-05-30",6964421
"Barbados","2021-05-31",7103775
"Barbados","2021-06-01",7244094
"Barbados","2021-06-02",7385376
"Barbados","2021-06-04",7528864
"Barbados","2021-06-05",7672513
"Barbados","2021-06-06",7816825
"Barbados","2021-06-07",7961711
"Barbados","2021-06-08",8107675
"Barbados","2021-06-09",8254711
"Barbados","2021-06-10",8403106
"Barbados","2021-06-11",8552339
"Barbados","2021-06-12",8701852
"Barbados","2021-06-13",8852152
"Barbados","2021-06-14",9003156
"Barbados","2021-06-15",9155449
"Barbados","2021-06-16",9308799
"Barbados","2021-06-17",9464222
"Barbados","2021-06-18",9621065
"Barbados","2021-06-19",9778348
"Belarus","2021-02-18",20944
"Belarus","2021-03-12",51888
"Belarus","2021-03-26",118506
"Belarus","2021-04-09",236606
"Belarus","2021-04-23",565106
"Belarus","2021-05-07",1015106
"Belarus","2021-05-23",1726028
"Belarus","2021-05-30",2522862
"Belarus","2021-06-06",3447788
"Belarus","2021-06-13",4516201
"Belgium","2020-12-28",301
"Belgium","2020-12-29",615
"Belgium","2020-12-30",1415
"Belgium","2020-12-31",2225
"Belgium","2021-01-01",3037
"Belgium","2021-01-02",3862
"Belgium","2021-01-04",4693
"Belgium","2021-01-05",7246
"Belgium","2021-01-06",13718
"Belgium","2021-01-07",28505
"Belgium","2021-01-08",52593
"Belgium","2021-01-09",79905
"Belgium","2021-01-10",107623
"Belgium","2021-01-11",140934
"Belgium","2021-01-12",190171
"Belgium","2021-01-13",261126
"Belgium","2021-01-14",355418
"Belgium","2021-01-15",473288
"Belgium","2021-01-16",596359
"Belgium","2021-01-17",722646
"Belgium","2021-01-18",860023
"Belgium","2021-01-19",1016726
"Belgium","2021-01-20",1194925
"Belgium","2021-01-21",1403381
"Belgium","2021-01-22",1641790
"Belgium","2021-01-23",1888635
"Belgium","2021-01-24",2137362
"Belgium","2021-01-25",2397398
"Belgium","2021-01-26",2670266
"Belgium","2021-01-27",2959769
"Belgium","2021-01-28",3272780
"Belgium","2021-01-29",3607041
"Belgium","2021-01-30",3945799
"Belgium","2021-01-31",4285477
"Belgium","2021-02-01",4632912
"Belgium","2021-02-02",5004737
"Belgium","2021-02-03",5407324
"Belgium","2021-02-04",5844116
"Belgium","2021-02-05",6311725
"Belgium","2021-02-06",6785848
"Belgium","2021-02-07",7263359
"Belgium","2021-02-08",7751035
"Belgium","2021-02-09",8266553
"Belgium","2021-02-10",8807552
"Belgium","2021-02-11",9384875
"Belgium","2021-02-12",9996985
"Belgium","2021-02-13",10617759
"Belgium","2021-02-14",11240467
"Belgium","2021-02-15",11876886
"Belgium","2021-02-16",12528179
"Belgium","2021-02-17",13199414
"Belgium","2021-02-18",13898566
"Belgium","2021-02-19",14628692
"Belgium","2021-02-20",15364779
"Belgium","2021-02-21",16103023
"Belgium","2021-02-22",16853922
"Belgium","2021-02-23",17624806
"Belgium","2021-02-24",18418781
"Belgium","2021-02-25",19244525
"Belgium","2021-02-26",20102206
"Belgium","2021-02-27",20964223
"Belgium","2021-02-28",21827080
"Belgium","2021-03-01",22703398
"Belgium","2021-03-02",23603269
"Belgium","2021-03-03",24533338
"Belgium","2021-03-04",25512802
"Belgium","2021-03-05",26536646
"Belgium","2021-03-06",27568760
"Belgium","2021-03-07",28602349
"Belgium","2021-03-08",29653192
"Belgium","2021-03-09",30732836
"Belgium","2021-03-10",31848421
"Belgium","2021-03-11",33018006
"Belgium","2021-03-12",34232122
"Belgium","2021-03-13",35455999
"Belgium","2021-03-14",36681301
"Belgium","2021-03-15",37937215
"Belgium","2021-03-16",39239872
"Belgium","2021-03-17",40590450
"Belgium","2021-03-18",42016141
"Belgium","2021-03-19",43509508
"Belgium","2021-03-20",45025292
"Belgium","2021-03-21",46542001
"Belgium","2021-03-22",48091276
"Belgium","2021-03-23",49688444
"Belgium","2021-03-24",51347305
"Belgium","2021-03-25",53083703
"Belgium","2021-03-26",54888871
"Belgium","2021-03-27",56716233
"Belgium","2021-03-28",58545949
"Belgium","2021-03-29",60399176
"Belgium","2021-03-30",62284413
"Belgium","2021-03-31",64254401
"Belgium","2021-04-01",66325851
"Belgium","2021-04-02",68479805
"Belgium","2021-04-03",70654578
"Belgium","2021-04-04",72829438
"Belgium","2021-04-05",75018899
"Belgium","2021-04-06",77255139
"Belgium","2021-04-07",79539162
"Belgium","2021-04-08",81948874
"Belgium","2021-04-09",84493313
"Belgium","2021-04-10",87106337
"Belgium","2021-04-11",89723291
"Belgium","2021-04-12",92388889
"Belgium","2021-04-13",95126821
"Belgium","2021-04-14",97965361
"Belgium","2021-04-15",100915482
"Belgium","2021-04-16",103959505
"Belgium","2021-04-17",107061613
"Belgium","2021-04-18",110169707
"Belgium","2021-04-19",113338796
"Belgium","2021-04-20",116557976
"Belgium","2021-04-21",119868924
"Belgium","2021-04-22",123276060
"Belgium","2021-04-23",126754976
"Belgium","2021-04-24",130280120
"Belgium","2021-04-25",133811562
"Belgium","2021-04-26",137405775
"Belgium","2021-04-27",141052797
"Belgium","2021-04-28",144794339
"Belgium","2021-04-29",148641896
"Belgium","2021-04-30",152571595
"Belgium","2021-05-01",156548566
"Belgium","2021-05-02",160529120
"Belgium","2021-05-03",164588400
"Belgium","2021-05-04",168730691
"Belgium","2021-05-05",173027692
"Belgium","2021-05-06",177486214
"Belgium","2021-05-07",182099856
"Belgium","2021-05-08",186803551
"Belgium","2021-05-09",191515161
"Belgium","2021-05-10",196310689
"Belgium","2021-05-11",201174784
"Belgium","2021-05-12",206131987
"Belgium","2021-05-13",211207968
"Belgium","2021-05-14",216428988
"Belgium","2021-05-15",221737450
"Belgium","2021-05-16",227051943
"Belgium","2021-05-17",232474637
"Belgium","2021-05-18",238029980
"Belgium","2021-05-19",243726529
"Belgium","2021-05-20",249569436
"Belgium","2021-05-21",255540207
"Belgium","2021-05-22",261599864
"Belgium","2021-05-23",267669046
"Belgium","2021-05-24",273800114
"Belgium","2021-05-25",280030705
"Belgium","2021-05-26",286383646
"Belgium","2021-05-27",292876122
"Belgium","2021-05-28",299478695
"Belgium","2021-05-29",306171238
"Belgium","2021-05-30",312875187
"Belgium","2021-05-31",319699300
"Belgium","2021-06-01",326626432
"Belgium","2021-06-02",333721317
"Belgium","2021-06-03",341002887
"Belgium","2021-06-04",348437129
"Belgium","2021-06-05",356009893
"Belgium","2021-06-06",363613589
"Belgium","2021-06-07",371387780
"Belgium","2021-06-08",379309782
"Belgium","2021-06-09",387427365
"Belgium","2021-06-10",395739258
"Belgium","2021-06-11",404246417
"Belgium","2021-06-12",412896169
"Belgium","2021-06-13",421569629
"Belgium","2021-06-14",430396024
"Belgium","2021-06-15",439370949
"Belgium","2021-06-16",448526145
"Belgium","2021-06-17",457866085
"Belgium","2021-06-18",467395087
"Belgium","2021-06-19",477042364
"Belgium","2021-06-20",486721251
"Belgium","2021-06-21",496469965
"Belize","2021-03-02",417
"Belize","2021-03-03",1090
"Belize","2021-03-04",1907
"Belize","2021-03-05",2903
"Belize","2021-03-09",4369
"Belize","2021-03-10",6858
"Belize","2021-03-11",11791
"Belize","2021-03-12",19235
"Belize","2021-03-15",28820
"Belize","2021-03-16",39792
"Belize","2021-03-17",51735
"Belize","2021-03-18",64885
"Belize","2021-03-19",79891
"Belize","2021-03-22",96093
"Belize","2021-03-23",113375
"Belize","2021-03-24",131557
"Belize","2021-03-26",151968
"Belize","2021-03-31",174035
"Belize","2021-04-07",197993
"Belize","2021-04-09",225346
"Belize","2021-04-12",253534
"Belize","2021-04-13",283473
"Belize","2021-04-15",316653
"Belize","2021-04-16",350915
"Belize","2021-04-20",386905
"Belize","2021-04-21",424002
"Belize","2021-04-22",462178
"Belize","2021-04-23",501508
"Belize","2021-04-27",542522
"Belize","2021-04-28",584622
"Belize","2021-05-03",629170
"Belize","2021-05-05",675237
"Belize","2021-05-06",721896
"Belize","2021-05-07",769571
"Belize","2021-05-11",818929
"Belize","2021-05-12",869221
"Belize","2021-05-14",921974
"Belize","2021-05-17",975470
"Belize","2021-05-18",1039883
"Belize","2021-05-19",1106270
"Belize","2021-05-21",1176818
"Belize","2021-05-25",1248734
"Belize","2021-05-27",1322750
"Belize","2021-05-28",1397993
"Belize","2021-06-01",1474780
"Belize","2021-06-02",1552387
"Belize","2021-06-03",1630917
"Belize","2021-06-04",1711038
"Belize","2021-06-11",1799607
"Belize","2021-06-15",1893058
"Belize","2021-06-16",1988510
"Belize","2021-06-17",2085914
"Benin","2021-05-12",10683
"Benin","2021-05-21",23617
"Benin","2021-06-08",50241
"Bermuda","2021-01-16",1665
"Bermuda","2021-01-23",4597
